,Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
47899,32,female,42697,doctorate,7,swimming,4582,rural,27,36,summer,0,1,0
51091,64,male,23067,doctorate,5,hiking,1565,suburban,75,170,spring,1,0,1
6403,46,male,41883,master,4,sunbathing,1881,rural,153,218,summer,0,0,0
17241,56,female,30806,master,4,hiking,1049,suburban,140,266,winter,1,0,1
3811,46,male,29198,master,5,hiking,1395,suburban,222,225,fall,1,0,1
35300,57,non-binary,87922,bachelor,8,sunbathing,802,urban,12,176,winter,1,0,0
38892,20,non-binary,42007,master,7,hiking,2645,suburban,164,157,winter,0,1,0
30148,18,female,95789,high school,9,hiking,824,rural,221,132,fall,1,0,0
22010,65,non-binary,81744,master,5,sunbathing,1715,suburban,78,132,summer,1,1,0
30880,69,female,118940,bachelor,1,skiing,2802,rural,55,58,winter,1,0,1
16671,49,male,118242,master,6,swimming,4350,suburban,113,218,fall,0,0,0
10065,61,non-binary,37627,doctorate,0,sunbathing,2896,rural,164,259,winter,0,0,0
43364,39,male,49557,high school,8,hiking,2324,urban,98,282,spring,1,0,1
25893,56,male,92484,master,3,hiking,4433,suburban,176,218,winter,0,0,1
49200,41,male,47217,master,0,skiing,2798,rural,99,226,fall,0,0,1
4816,57,male,41852,doctorate,2,hiking,2414,suburban,254,186,winter,1,0,0
44441,60,female,59360,doctorate,1,sunbathing,1755,suburban,291,280,winter,1,0,0
24560,51,male,52639,bachelor,3,sunbathing,3419,urban,60,97,winter,1,1,0
4170,27,non-binary,35468,bachelor,3,hiking,4688,rural,168,217,spring,1,1,1
15565,36,male,96155,high school,5,swimming,1109,urban,243,207,winter,1,0,0
27297,36,non-binary,98407,master,7,hiking,972,rural,76,104,fall,1,0,1
50798,58,male,60950,master,2,skiing,2642,suburban,293,23,fall,0,0,0
26399,60,male,52115,doctorate,4,sunbathing,3316,rural,279,209,winter,0,0,0
16949,50,female,79818,high school,2,sunbathing,3446,suburban,179,203,spring,0,0,0
15956,58,male,101362,bachelor,1,skiing,2017,suburban,211,49,winter,0,1,0
4741,38,female,66726,master,9,hiking,4743,urban,29,113,summer,1,1,1
52157,28,male,38844,bachelor,4,skiing,3243,suburban,182,4,winter,1,0,0
47262,69,non-binary,107270,master,6,skiing,2412,urban,41,160,winter,0,0,1
6392,60,non-binary,112414,doctorate,6,hiking,3828,rural,41,107,spring,0,0,1
31455,52,male,98062,high school,7,skiing,1072,rural,85,59,spring,1,1,0
4817,31,non-binary,38069,doctorate,5,hiking,2010,suburban,263,219,summer,1,0,0
35135,42,non-binary,104808,master,8,swimming,4328,urban,243,103,winter,1,1,0
1906,34,male,41999,bachelor,1,sunbathing,2851,suburban,297,277,summer,0,0,0
27248,35,non-binary,42921,doctorate,2,hiking,3180,urban,267,78,summer,1,1,0
41671,39,female,85020,master,5,hiking,3075,urban,135,100,spring,0,1,0
8248,35,male,96338,bachelor,6,skiing,1130,rural,37,123,fall,1,1,1
47709,63,male,119359,master,9,sunbathing,3682,rural,69,237,winter,1,1,0
31989,53,female,27550,high school,7,skiing,4540,suburban,135,34,summer,1,1,0
24706,31,non-binary,116354,doctorate,9,swimming,4848,suburban,207,214,spring,0,1,0
30099,42,female,60078,doctorate,6,swimming,4899,suburban,9,270,spring,0,1,0
24030,41,female,56662,master,5,sunbathing,3425,rural,22,127,spring,1,0,0
20262,64,female,64826,high school,2,skiing,3009,suburban,104,75,fall,1,0,0
2304,67,male,86388,master,4,swimming,961,urban,262,71,winter,0,1,0
46252,62,non-binary,24940,doctorate,2,sunbathing,2712,rural,126,22,winter,1,0,0
42740,21,male,29628,bachelor,1,hiking,1269,rural,258,43,summer,1,1,0
49755,43,non-binary,42476,high school,8,hiking,970,urban,98,168,fall,1,0,1
49140,55,non-binary,45208,high school,1,swimming,2378,urban,155,27,spring,1,1,0
21333,48,female,28468,doctorate,2,swimming,2211,suburban,92,85,fall,0,1,0
51477,28,non-binary,105045,bachelor,6,hiking,3473,rural,87,204,summer,0,0,1
15375,55,non-binary,101357,high school,3,skiing,3093,suburban,82,152,winter,0,1,1
30562,38,female,36864,doctorate,5,skiing,1650,urban,184,46,fall,0,1,0
28102,52,non-binary,32631,doctorate,0,swimming,1001,rural,262,234,summer,0,0,0
10852,56,female,87108,bachelor,5,sunbathing,4975,suburban,234,90,winter,0,0,0
2222,57,non-binary,72301,bachelor,3,sunbathing,3319,rural,165,264,summer,1,0,0
12662,24,male,94036,bachelor,6,sunbathing,3015,suburban,167,72,fall,0,0,0
8981,48,female,76066,master,0,skiing,2037,urban,274,211,summer,0,1,0
5355,51,female,26268,bachelor,2,sunbathing,1724,urban,205,272,spring,1,1,0
40486,30,male,76066,doctorate,3,sunbathing,2219,suburban,161,264,spring,1,1,0
31056,42,male,54926,high school,0,swimming,4777,rural,203,3,spring,0,0,0
34337,39,non-binary,107686,bachelor,7,skiing,4312,rural,179,249,spring,0,0,1
5814,52,non-binary,68483,doctorate,5,skiing,957,rural,141,219,fall,1,1,1
10765,37,non-binary,108345,bachelor,2,sunbathing,2921,rural,13,123,summer,0,1,0
21335,45,female,74183,doctorate,2,swimming,2174,rural,198,102,summer,1,0,0
18662,54,non-binary,25765,doctorate,7,hiking,2838,suburban,135,272,winter,0,0,1
1814,22,non-binary,110696,high school,4,hiking,3256,suburban,134,23,summer,1,1,0
23514,36,female,68471,master,7,hiking,1726,suburban,38,59,winter,1,1,1
29645,26,male,83800,doctorate,7,swimming,4608,rural,114,219,spring,1,1,0
38110,32,female,24011,master,0,hiking,2168,rural,56,43,summer,1,0,0
24517,19,male,49560,high school,6,swimming,4329,suburban,114,26,summer,0,0,0
7024,59,female,74644,master,8,swimming,4354,rural,177,176,spring,1,0,0
12936,29,female,29216,bachelor,3,hiking,770,suburban,172,298,fall,0,1,1
20539,19,female,41044,master,5,swimming,3367,suburban,219,60,summer,0,0,0
15676,18,male,35733,master,3,sunbathing,1861,suburban,179,77,summer,1,0,0
35327,56,female,105290,bachelor,9,hiking,3007,urban,114,165,summer,0,1,1
6457,56,female,74792,master,1,sunbathing,2674,urban,209,76,summer,0,1,0
7806,33,male,94913,master,8,swimming,4925,suburban,116,178,winter,1,0,0
46645,26,non-binary,42874,doctorate,4,swimming,3767,suburban,57,294,fall,0,0,0
4026,32,non-binary,57874,bachelor,2,skiing,1687,urban,119,149,winter,1,1,1
49295,62,non-binary,93054,high school,3,hiking,4651,rural,7,164,winter,0,0,1
20466,25,male,94909,doctorate,6,swimming,2203,urban,156,163,spring,0,0,0
4404,62,male,74199,master,9,sunbathing,3745,rural,185,72,winter,0,1,0
2592,30,male,70815,bachelor,6,hiking,2376,rural,285,93,summer,1,1,0
23987,25,male,110967,bachelor,9,sunbathing,2680,rural,230,210,winter,0,1,0
8748,67,non-binary,113206,high school,7,skiing,3743,urban,12,127,spring,0,1,1
3832,40,non-binary,39092,master,8,hiking,1263,rural,234,144,fall,1,0,0
16473,21,female,116395,bachelor,1,hiking,1760,suburban,46,296,winter,1,1,1
26169,65,non-binary,47174,bachelor,7,sunbathing,1685,rural,87,175,fall,1,0,0
23671,23,male,104565,doctorate,5,sunbathing,2457,suburban,56,113,spring,1,0,0
194,44,female,109460,master,6,swimming,3363,suburban,196,244,fall,1,0,0
46369,33,non-binary,103338,doctorate,1,sunbathing,3448,rural,255,78,summer,0,0,0
42362,38,non-binary,104001,master,1,hiking,2460,rural,39,85,fall,1,0,1
50046,54,non-binary,59216,doctorate,0,sunbathing,3769,rural,37,76,spring,0,0,0
39745,23,female,34212,bachelor,0,swimming,3265,suburban,289,126,fall,0,1,0
35352,58,non-binary,27106,master,8,sunbathing,3087,rural,265,64,fall,1,1,0
12424,20,non-binary,80428,bachelor,0,sunbathing,1995,suburban,123,169,winter,1,1,0
33671,59,female,82154,doctorate,4,sunbathing,2285,rural,290,100,summer,1,0,0
50244,37,male,26988,master,2,sunbathing,992,rural,291,116,winter,1,1,0
16161,47,female,90744,high school,7,swimming,2820,rural,205,71,winter,1,0,0
8113,22,non-binary,50213,bachelor,4,swimming,667,suburban,64,108,fall,0,0,0
1272,65,female,31495,bachelor,4,sunbathing,3308,urban,160,35,winter,1,0,0
18970,51,non-binary,39403,master,4,swimming,1590,urban,55,62,fall,1,1,0
51536,26,non-binary,49319,high school,2,swimming,4185,rural,157,172,winter,0,1,0
32900,28,non-binary,55380,master,5,skiing,1905,suburban,280,134,fall,0,0,0
46761,68,female,89546,doctorate,5,swimming,4511,rural,97,270,winter,1,0,0
51729,58,male,77359,bachelor,0,sunbathing,1457,suburban,282,96,winter,0,1,0
4157,34,male,61410,high school,8,swimming,4741,urban,260,113,fall,1,1,0
15803,23,female,72536,master,4,skiing,3998,rural,218,132,spring,0,1,0
40925,63,non-binary,25328,high school,9,swimming,3209,rural,44,164,spring,1,1,0
3763,47,male,114091,doctorate,3,sunbathing,4799,urban,212,261,fall,1,1,0
29667,48,female,87836,bachelor,0,hiking,4387,rural,98,284,fall,1,1,1
13051,21,male,105533,bachelor,0,swimming,3357,rural,196,115,fall,1,1,0
13456,31,male,92529,doctorate,5,swimming,3594,urban,1,84,summer,0,0,0
25487,20,non-binary,62917,bachelor,7,sunbathing,4794,rural,137,47,summer,0,1,0
24079,24,female,70253,doctorate,4,swimming,4590,suburban,244,142,winter,1,1,0
38106,57,female,95812,master,5,skiing,3316,suburban,79,93,winter,1,0,1
41034,34,female,35809,high school,0,swimming,1681,urban,218,287,spring,0,1,0
41970,30,non-binary,44312,doctorate,4,skiing,2116,suburban,26,102,winter,1,0,1
34197,59,non-binary,82396,master,6,sunbathing,1291,urban,202,187,summer,0,1,0
42148,66,male,88470,doctorate,6,skiing,658,rural,18,145,fall,0,1,1
38506,52,male,113972,doctorate,7,hiking,4358,rural,165,116,fall,1,1,0
24002,47,male,89705,doctorate,1,hiking,4658,suburban,165,208,winter,0,0,1
985,19,non-binary,50671,high school,8,sunbathing,1241,suburban,4,244,fall,0,0,0
6685,34,female,108195,doctorate,3,sunbathing,3106,urban,28,98,winter,1,1,0
9841,41,male,106859,doctorate,8,sunbathing,703,rural,90,292,summer,1,0,0
44077,23,female,31786,high school,0,sunbathing,529,urban,79,193,summer,0,0,0
12467,40,non-binary,58964,master,2,skiing,3936,urban,187,178,spring,0,0,0
5683,20,non-binary,99662,bachelor,7,hiking,3572,urban,107,169,spring,0,0,1
23361,19,male,67954,doctorate,9,sunbathing,4077,urban,218,153,summer,0,0,0
1927,50,non-binary,58763,bachelor,4,swimming,2244,rural,292,82,spring,1,1,0
38772,48,female,30614,bachelor,4,hiking,4162,rural,119,6,fall,0,1,0
15810,60,non-binary,52206,doctorate,7,sunbathing,1787,urban,159,223,fall,1,1,0
8367,32,male,35406,bachelor,1,sunbathing,3552,urban,261,250,fall,0,1,0
23501,58,male,41523,bachelor,4,sunbathing,2214,rural,174,282,summer,1,0,0
14416,42,non-binary,42280,high school,1,sunbathing,2313,urban,75,253,spring,1,0,0
39044,23,female,104024,high school,7,sunbathing,3566,suburban,275,261,spring,1,0,0
27428,37,male,35739,bachelor,0,hiking,1932,urban,108,155,summer,1,0,1
45176,43,female,42216,bachelor,3,skiing,1968,urban,216,79,summer,0,1,0
24292,61,female,94448,high school,0,skiing,1981,rural,96,116,summer,0,0,1
47032,22,male,55243,bachelor,1,sunbathing,2660,rural,268,279,fall,0,0,0
11358,30,male,111762,doctorate,2,hiking,4013,rural,117,177,fall,1,1,1
34469,45,non-binary,109941,high school,5,swimming,1632,urban,183,8,winter,0,0,0
46683,28,non-binary,37965,master,1,skiing,3179,suburban,281,25,spring,0,1,0
52277,27,male,95379,high school,0,sunbathing,1224,urban,32,241,spring,0,1,0
15753,54,female,71183,high school,8,sunbathing,3031,urban,247,136,winter,1,0,0
31757,49,female,61550,bachelor,6,swimming,2232,suburban,224,229,fall,1,0,0
50041,30,female,46545,bachelor,3,sunbathing,2473,rural,258,182,winter,0,1,0
15971,39,female,94971,bachelor,7,sunbathing,1447,urban,214,149,summer,0,0,0
5573,58,male,83389,bachelor,2,swimming,4775,rural,121,5,spring,1,0,0
27501,51,female,65930,master,3,swimming,4884,urban,255,138,summer,1,1,0
51483,36,non-binary,63551,bachelor,0,skiing,4687,urban,224,162,summer,0,0,0
33427,30,male,63995,bachelor,0,hiking,1842,rural,127,59,summer,0,1,0
4161,38,female,118099,bachelor,1,hiking,1182,suburban,64,23,winter,1,1,0
46826,24,non-binary,78812,high school,8,hiking,2337,rural,209,172,summer,1,0,0
44574,28,female,84145,master,9,swimming,4200,urban,166,37,winter,0,0,0
41493,64,male,54252,bachelor,0,hiking,4209,suburban,124,106,winter,1,0,0
46527,37,non-binary,87104,bachelor,0,hiking,2455,urban,186,58,spring,1,0,0
12789,36,male,84464,master,6,hiking,4329,suburban,54,92,winter,0,0,1
51679,45,male,29872,bachelor,8,sunbathing,4459,urban,118,114,summer,1,1,0
39902,45,male,68774,master,7,swimming,2040,rural,290,220,summer,0,1,0
36197,45,non-binary,102062,bachelor,1,swimming,2868,rural,200,153,winter,0,0,0
19755,68,female,104810,doctorate,3,swimming,3933,suburban,22,211,fall,0,0,0
28155,38,female,27165,master,3,sunbathing,3719,suburban,62,170,fall,1,0,0
25763,29,non-binary,53052,master,9,skiing,2653,urban,22,262,spring,0,0,1
51022,23,male,48700,bachelor,0,skiing,1317,urban,95,13,fall,0,1,0
14349,48,male,83326,high school,0,sunbathing,4255,urban,144,129,winter,0,0,0
50318,31,male,59275,master,9,skiing,2855,rural,250,64,fall,1,1,0
29836,54,non-binary,88595,doctorate,4,swimming,3658,suburban,37,298,spring,1,0,0
44041,37,male,113833,bachelor,7,sunbathing,2581,urban,159,91,summer,1,0,0
42482,48,male,75386,master,8,skiing,915,rural,79,273,winter,0,0,1
50561,18,non-binary,92683,master,0,hiking,2042,urban,222,245,spring,1,0,1
19474,39,non-binary,41353,doctorate,5,hiking,3268,rural,209,103,spring,1,1,0
37888,38,male,36333,bachelor,0,swimming,770,rural,278,28,winter,0,1,0
41982,27,female,57084,doctorate,4,sunbathing,2845,urban,246,157,fall,0,1,0
38916,42,female,41401,master,4,hiking,2321,rural,299,260,fall,1,1,0
45839,69,non-binary,104658,master,7,hiking,2692,urban,242,177,spring,1,0,0
3757,22,male,97430,doctorate,3,hiking,975,suburban,208,118,winter,0,1,0
42713,24,non-binary,24170,bachelor,2,skiing,2629,urban,18,255,summer,0,1,1
43020,47,male,105845,doctorate,3,skiing,1537,suburban,250,140,fall,0,0,0
18081,21,male,89710,doctorate,2,sunbathing,1349,urban,212,26,summer,1,0,0
27942,63,female,98259,high school,6,skiing,2021,suburban,19,108,winter,0,1,1
472,52,female,64628,high school,9,swimming,2423,urban,164,135,summer,0,1,0
28754,27,non-binary,62622,doctorate,2,swimming,3508,urban,125,151,winter,1,1,0
14943,39,male,47691,bachelor,4,skiing,4708,urban,14,283,summer,0,1,1
9741,21,female,55992,bachelor,0,skiing,1836,urban,90,286,spring,1,1,1
43642,31,female,86904,bachelor,5,skiing,609,rural,123,288,summer,0,1,1
14508,45,non-binary,78991,high school,8,hiking,4240,rural,69,23,winter,1,1,0
31800,19,female,97355,master,3,hiking,4344,suburban,32,121,summer,0,1,1
51690,48,non-binary,99688,master,8,sunbathing,2875,urban,280,158,summer,0,1,0
22605,54,non-binary,85251,bachelor,9,swimming,2079,rural,126,206,summer,0,1,0
34431,62,non-binary,26340,bachelor,9,hiking,4792,urban,148,64,fall,0,0,0
45160,57,non-binary,80753,doctorate,4,sunbathing,1823,rural,234,297,fall,1,1,0
13324,54,non-binary,42902,high school,7,hiking,4552,suburban,142,169,spring,1,1,1
33921,66,non-binary,32821,bachelor,6,sunbathing,4865,suburban,187,209,winter,1,1,0
34570,25,female,88241,bachelor,5,hiking,3956,suburban,100,56,spring,1,1,0
49061,36,non-binary,47159,bachelor,5,swimming,602,rural,286,156,fall,0,1,0
17144,23,female,69021,master,2,hiking,3250,suburban,152,188,spring,0,1,1
24050,33,female,60360,high school,4,skiing,3539,urban,0,209,fall,0,0,1
44767,30,non-binary,40337,high school,7,sunbathing,2691,urban,278,29,fall,1,0,0
45389,26,male,101804,bachelor,1,swimming,4040,urban,271,72,winter,0,1,0
10808,20,female,32453,bachelor,9,sunbathing,4777,suburban,8,130,fall,1,1,0
47499,51,female,49917,high school,7,swimming,2316,urban,142,279,fall,0,0,0
15055,28,male,45844,doctorate,6,skiing,4339,suburban,216,124,fall,1,1,0
9482,50,non-binary,84905,bachelor,2,swimming,4501,urban,263,26,spring,0,1,0
34163,65,non-binary,70125,bachelor,9,swimming,3802,urban,172,281,winter,0,1,0
48595,67,male,98001,doctorate,1,hiking,3625,suburban,75,112,spring,1,0,1
31313,26,female,110455,master,0,skiing,3057,rural,218,125,fall,0,1,0
4990,45,male,29417,bachelor,3,skiing,3254,suburban,32,128,spring,1,0,1
21624,61,male,44483,high school,5,swimming,2243,suburban,93,136,fall,1,0,0
33856,59,non-binary,46526,high school,7,swimming,1958,suburban,33,155,winter,1,1,0
35081,57,male,27400,bachelor,7,swimming,958,suburban,152,214,summer,0,0,0
1412,50,female,44389,doctorate,0,swimming,3730,rural,132,50,winter,1,0,0
27414,40,non-binary,61566,bachelor,4,swimming,1386,rural,121,60,fall,1,1,0
16969,68,female,100068,master,2,sunbathing,2520,rural,75,175,spring,1,1,0
50435,44,male,45710,doctorate,0,skiing,1895,urban,53,267,summer,1,0,1
39623,55,non-binary,52533,master,7,skiing,2921,rural,21,294,spring,0,1,1
8069,54,male,49155,high school,9,swimming,2654,suburban,246,42,spring,0,0,0
51482,23,female,117326,master,3,skiing,921,suburban,268,168,spring,1,0,0
6591,27,female,82150,master,6,swimming,2356,urban,95,132,summer,0,0,0
32195,60,male,98137,high school,1,hiking,1211,rural,218,206,summer,0,0,0
30344,34,female,99896,master,8,hiking,1486,suburban,169,106,winter,1,0,0
40259,31,male,107883,doctorate,2,hiking,3999,urban,35,42,winter,0,0,1
24539,30,non-binary,62408,doctorate,1,hiking,2445,suburban,93,50,summer,1,0,0
36446,49,male,38727,master,2,sunbathing,517,suburban,277,107,spring,1,1,0
1967,54,male,52664,bachelor,9,hiking,4801,suburban,234,172,summer,1,1,0
34064,29,non-binary,63867,master,7,swimming,4597,urban,51,280,summer,0,1,0
2563,56,male,41152,high school,7,sunbathing,890,urban,184,266,fall,1,1,0
40955,67,female,115117,bachelor,0,hiking,4969,suburban,51,62,fall,1,0,1
43346,23,non-binary,114870,high school,7,skiing,3728,urban,92,63,fall,1,0,0
37407,26,non-binary,52294,bachelor,6,swimming,4755,suburban,236,228,fall,0,1,0
7773,23,female,92746,bachelor,5,swimming,3093,suburban,15,131,winter,1,0,0
51301,69,female,64256,master,0,hiking,1798,urban,202,249,summer,0,0,1
42532,64,female,100028,master,2,swimming,721,urban,144,184,summer,1,0,0
37085,27,female,91489,master,3,skiing,1827,suburban,73,72,fall,0,1,0
17480,39,male,99531,master,1,sunbathing,3128,urban,295,195,fall,0,0,0
17141,64,male,26024,master,4,skiing,4293,rural,123,188,spring,0,1,1
10990,28,non-binary,112635,bachelor,7,skiing,4830,urban,132,164,spring,0,0,1
36818,47,female,27930,doctorate,5,hiking,3956,urban,153,45,summer,1,0,0
20199,53,male,49920,bachelor,8,skiing,500,urban,61,84,winter,1,0,1
50457,48,female,94431,master,0,sunbathing,4503,rural,23,31,spring,1,1,0
46752,57,male,32620,bachelor,3,skiing,2229,rural,273,49,winter,0,0,0
21466,22,female,93420,doctorate,9,skiing,3361,rural,218,219,winter,1,0,1
50332,60,female,25988,master,1,skiing,4201,suburban,145,50,fall,1,1,0
7864,42,male,115084,doctorate,2,sunbathing,3808,urban,36,110,spring,0,0,0
34275,65,male,70461,bachelor,6,hiking,2663,rural,61,213,winter,1,0,1
16533,50,non-binary,64114,bachelor,6,swimming,4934,urban,298,48,spring,0,0,0
21643,32,non-binary,45940,high school,1,sunbathing,1860,rural,110,163,summer,1,0,0
454,59,non-binary,99375,high school,0,skiing,3747,rural,271,221,fall,0,1,0
16295,53,non-binary,50067,master,5,sunbathing,2603,urban,70,92,fall,1,0,0
43508,34,non-binary,57881,bachelor,4,hiking,2688,suburban,252,87,winter,1,1,0
19538,20,male,89692,master,6,sunbathing,4973,suburban,239,214,winter,1,1,0
14010,64,male,45055,high school,6,hiking,3388,urban,132,130,spring,0,1,0
9365,61,male,27803,high school,0,swimming,2590,suburban,138,72,winter,1,0,0
32225,50,female,32069,master,1,hiking,4176,rural,37,19,spring,1,1,0
20378,28,non-binary,47798,doctorate,9,sunbathing,762,rural,175,45,fall,0,0,0
40629,29,male,67175,bachelor,6,hiking,2660,urban,261,102,winter,1,1,0
39481,66,female,39700,doctorate,2,skiing,3163,urban,253,225,winter,0,0,0
13859,26,non-binary,101737,master,2,swimming,2472,suburban,262,218,fall,1,0,0
35258,21,female,25318,bachelor,5,sunbathing,1622,urban,294,280,winter,0,1,0
15238,47,non-binary,115753,bachelor,6,sunbathing,3838,rural,3,215,fall,0,1,0
38588,68,male,25939,doctorate,2,swimming,2778,rural,193,199,summer,1,1,0
35923,30,male,73592,doctorate,3,hiking,1459,suburban,152,84,summer,0,1,0
38998,47,non-binary,108091,bachelor,6,sunbathing,2407,suburban,98,38,fall,1,0,0
